ProteinA,ProteinB,Label
AthlncRNA148,15229884,1
AthlncRNA148,15229743,1
AthlncRNA148,15229321,1
AthlncRNA148,15228098,1
AthlncRNA148,15227722,1
AthlncRNA148,15226605,1
AthlncRNA148,15224366,1
AthlncRNA148,15223768,1
AthlncRNA148,15218972,1
AthlncRNA148,15233167,1
AthlncRNA148,22328551,1
AthlncRNA148,15234010,1
AthlncRNA148,18398061,1
AthlncRNA148,15241028,1
AthlncRNA148,15240641,1
AthlncRNA148,15237716,1
AthlncRNA148,18410591,1
AthlncRNA148,18423684,1
AthlncRNA148,18400210,1
AthlncRNA155,79320777,1
AthlncRNA155,15218779,1
AthlncRNA155,22328551,1
AthlncRNA159,15218779,1
AthlncRNA159,15227722,1
AthlncRNA159,30678085,1
AthlncRNA159,79320777,1
AthlncRNA159,15223768,1
AthlncRNA159,15224217,1
AthlncRNA167,79320777,1
AthlncRNA167,22328551,1
AthlncRNA167,15229884,1
AthlncRNA167,15226605,1
AthlncRNA167,15224217,1
AthlncRNA167,15223768,1
AthlncRNA167,15218779,1
AthlncRNA172,30680456,1
AthlncRNA172,22328551,1
AthlncRNA172,18398061,1
AthlncRNA172,15229321,1
AthlncRNA172,15229884,1
AthlncRNA172,15240641,1
AthlncRNA18,15227722,1
AthlncRNA18,15223768,1
AthlncRNA18,79320777,1
AthlncRNA18,15224366,1
AthlncRNA18,30680456,1
AthlncRNA18,15229884,1
AthlncRNA18,18398061,1
AthlncRNA18,18423684,1
AthlncRNA18,22328551,1
AthlncRNA18,15218779,1
AthlncRNA18,15224217,1
AthlncRNA18,30678085,1
AthlncRNA192,79326195,1
AthlncRNA192,79320777,1
AthlncRNA192,15224366,1
AthlncRNA192,30694529,1
AthlncRNA192,30694526,1
AthlncRNA192,30680456,1
AthlncRNA192,30678085,1
AthlncRNA192,22329999,1
AthlncRNA192,15229884,1
AthlncRNA192,15241028,1
AthlncRNA192,18398061,1
AthlncRNA192,18410591,1
AthlncRNA192,18423684,1
AthlncRNA192,22328551,1
AthlncRNA192,15229321,1
AthlncRNA192,15218779,1
AthlncRNA192,15223768,1
AthlncRNA192,15224217,1
AthlncRNA192,15227722,1
AthlncRNA192,15226605,1
AthlncRNA193,30694526,1
AthlncRNA193,18410591,1
AthlncRNA193,18423684,1
AthlncRNA193,22328551,1
AthlncRNA193,22330665,1
AthlncRNA193,30678085,1
AthlncRNA193,30680456,1
AthlncRNA193,30682553,1
AthlncRNA193,30694529,1
AthlncRNA193,79320777,1
AthlncRNA193,79326195,1
AthlncRNA193,15241028,1
AthlncRNA193,18398061,1
AthlncRNA193,15223768,1
AthlncRNA193,15218779,1
AthlncRNA193,15224217,1
AthlncRNA193,15224366,1
AthlncRNA193,15226605,1
AthlncRNA193,15227722,1
AthlncRNA193,15228098,1
AthlncRNA193,15229321,1
AthlncRNA193,15229743,1
AthlncRNA193,15229884,1
AthlncRNA193,15234010,1
AthlncRNA194,15232459,1
AthlncRNA194,15228098,1
AthlncRNA194,15227722,1
AthlncRNA194,15226605,1
AthlncRNA194,15224366,1
AthlncRNA194,15224217,1
AthlncRNA194,15223768,1
AthlncRNA194,15218779,1
AthlncRNA194,15218972,1
AthlncRNA194,15234010,1
AthlncRNA194,30694529,1
AthlncRNA194,79320777,1
AthlncRNA194,42572443,1
AthlncRNA194,30694526,1
AthlncRNA194,30678085,1
AthlncRNA194,18423684,1
AthlncRNA194,18410591,1
AthlncRNA194,15241028,1
AthlncRNA194,15237716,1
AthlncRNA199,22328551,1
AthlncRNA2,22328551,1
AthlncRNA204,22328551,1
AthlncRNA204,18423684,1
AthlncRNA204,15221761,1
AthlncRNA204,18400210,1
AthlncRNA207,30678085,1
AthlncRNA207,15224217,1
AthlncRNA207,15241028,1
AthlncRNA207,15229884,1
AthlncRNA207,22328551,1
AthlncRNA207,22329999,1
AthlncRNA207,15224366,1
AthlncRNA207,15227722,1
AthlncRNA207,15226605,1
AthlncRNA207,79320777,1
AthlncRNA207,15223768,1
AthlncRNA207,15218779,1
AthlncRNA207,22330665,1
AthlncRNA21,30682553,1
AthlncRNA21,42571149,1
AthlncRNA21,15228098,1
AthlncRNA21,15240641,1
AthlncRNA21,15233167,1
AthlncRNA210,15224366,1
AthlncRNA210,15224217,1
AthlncRNA210,15223768,1
AthlncRNA210,15218779,1
AthlncRNA210,15226605,1
AthlncRNA210,15229884,1
AthlncRNA210,15241028,1
AthlncRNA210,18423684,1
AthlncRNA210,22328551,1
AthlncRNA210,79320777,1
AthlncRNA211,22328551,1
AthlncRNA211,18410591,1
AthlncRNA211,30694526,1
AthlncRNA211,22329999,1
AthlncRNA211,30694529,1
AthlncRNA211,18423684,1
AthlncRNA213,15227722,1
AthlncRNA213,15223768,1
AthlncRNA213,30678085,1
AthlncRNA215,15241028,1
AthlncRNA215,15227722,1
AthlncRNA215,15226605,1
AthlncRNA215,15224366,1
AthlncRNA215,15229321,1
AthlncRNA215,15223768,1
AthlncRNA215,15229884,1
AthlncRNA215,22328551,1
AthlncRNA215,30678085,1
AthlncRNA215,79320777,1
AthlncRNA215,15218779,1
AthlncRNA215,15224217,1
AthlncRNA218,15228098,1
AthlncRNA218,79320777,1
AthlncRNA218,22328551,1
AthlncRNA218,18423684,1
AthlncRNA218,15241028,1
AthlncRNA218,15229884,1
AthlncRNA218,15229321,1
AthlncRNA218,15224217,1
AthlncRNA218,15218779,1
AthlncRNA22,42571149,1
AthlncRNA22,15240641,1
AthlncRNA22,15229743,1
AthlncRNA22,15228098,1
AthlncRNA222,15218779,1
AthlncRNA222,15218972,1
AthlncRNA222,22328624,1
AthlncRNA222,79320777,1
AthlncRNA227,15229884,1
AthlncRNA227,30680456,1
AthlncRNA227,22328551,1
AthlncRNA227,15241028,1
AthlncRNA227,22328624,1
AthlncRNA227,18398061,1
AthlncRNA227,79320777,1
AthlncRNA227,42572443,1
AthlncRNA227,42571149,1
AthlncRNA227,30694529,1
AthlncRNA227,18400210,1
AthlncRNA227,18410591,1
AthlncRNA227,18423684,1
AthlncRNA227,30694526,1
AthlncRNA227,22329999,1
AthlncRNA227,22330665,1
AthlncRNA227,30678085,1
AthlncRNA227,30682553,1
AthlncRNA227,15232459,1
AthlncRNA227,15224217,1
AthlncRNA227,15221761,1
AthlncRNA227,15223768,1
AthlncRNA227,15233167,1
AthlncRNA227,15224366,1
AthlncRNA227,15234010,1
AthlncRNA227,15240641,1
AthlncRNA227,15226605,1
AthlncRNA227,15227722,1
AthlncRNA227,15228098,1
AthlncRNA227,15229321,1
AthlncRNA227,15229743,1
AthlncRNA227,15218779,1
AthlncRNA229,18423684,1
AthlncRNA229,15229321,1
AthlncRNA229,15241028,1
AthlncRNA229,79320777,1
AthlncRNA229,15224217,1
AthlncRNA229,15224366,1
AthlncRNA229,15226605,1
AthlncRNA229,15223768,1
AthlncRNA229,15227722,1
AthlncRNA229,15228098,1
AthlncRNA229,15218779,1
AthlncRNA229,15234010,1
AthlncRNA229,18398061,1
AthlncRNA229,22328551,1
AthlncRNA229,30678085,1
AthlncRNA229,30680456,1
AthlncRNA23,22328551,1
AthlncRNA236,18398061,1
AthlncRNA236,30694526,1
AthlncRNA236,30680456,1
AthlncRNA236,30678085,1
AthlncRNA236,22328551,1
AthlncRNA236,18410591,1
AthlncRNA236,15229884,1
AthlncRNA236,15229321,1
AthlncRNA236,15227722,1
AthlncRNA236,15224217,1
AthlncRNA236,15223768,1
AthlncRNA236,79326195,1
AthlncRNA236,30694529,1
AthlncRNA238,22329999,1
AthlncRNA238,30694529,1
AthlncRNA238,30694526,1
AthlncRNA238,30680456,1
AthlncRNA238,15229884,1
AthlncRNA238,22328551,1
AthlncRNA238,18410591,1
AthlncRNA238,18398061,1
AthlncRNA238,15240641,1
AthlncRNA241,30680456,1
AthlncRNA241,15229884,1
AthlncRNA241,18423684,1
AthlncRNA241,18410591,1
AthlncRNA241,18398061,1
AthlncRNA241,15241028,1
AthlncRNA241,22329999,1
AthlncRNA241,15229321,1
AthlncRNA241,15227722,1
AthlncRNA241,15226605,1
AthlncRNA241,15224366,1
AthlncRNA241,15223768,1
AthlncRNA241,79320777,1
AthlncRNA241,15224217,1
AthlncRNA241,30694529,1
AthlncRNA241,30694526,1
AthlncRNA241,22328551,1
AthlncRNA241,30678085,1
AthlncRNA241,15218779,1
AthlncRNA246,79326195,1
AthlncRNA247,15224217,1
AthlncRNA247,15223768,1
AthlncRNA247,15218779,1
AthlncRNA247,79320777,1
AthlncRNA247,15224366,1
AthlncRNA247,15234010,1
AthlncRNA247,15227722,1
AthlncRNA247,30678085,1
AthlncRNA251,22328551,1
AthlncRNA253,22328551,1
AthlncRNA256,15229884,1
AthlncRNA256,15218779,1
AthlncRNA256,30680456,1
AthlncRNA256,15229321,1
AthlncRNA256,18423684,1
AthlncRNA256,22328551,1
AthlncRNA256,79320777,1
AthlncRNA256,18398061,1
AthlncRNA256,15237716,1
AthlncRNA258,18410591,1
AthlncRNA258,18398061,1
AthlncRNA258,15229884,1
AthlncRNA258,30680456,1
AthlncRNA258,30694526,1
AthlncRNA258,30694529,1
AthlncRNA258,79326195,1
AthlncRNA258,22329999,1
AthlncRNA260,22330665,1
AthlncRNA260,15229884,1
AthlncRNA260,22328551,1
AthlncRNA261,15240641,1
AthlncRNA261,79326195,1
AthlncRNA261,30682553,1
AthlncRNA261,30680456,1
AthlncRNA261,22328551,1
AthlncRNA261,15229884,1
AthlncRNA261,18398061,1
AthlncRNA261,18423684,1
AthlncRNA269,22328551,1
AthlncRNA270,22328551,1
AthlncRNA271,22328551,1
AthlncRNA271,18398061,1
AthlncRNA271,15229884,1
AthlncRNA271,15240641,1
AthlncRNA271,18410591,1
AthlncRNA271,22329999,1
AthlncRNA271,30694529,1
AthlncRNA271,30680456,1
AthlncRNA271,30694526,1
AthlncRNA277,22329999,1
AthlncRNA277,79326195,1
AthlncRNA277,30694529,1
AthlncRNA277,18410591,1
AthlncRNA277,30680456,1
AthlncRNA277,18423684,1
AthlncRNA277,30694526,1
AthlncRNA277,22328551,1
AthlncRNA277,15229884,1
AthlncRNA277,18398061,1
AthlncRNA282,30682553,1
AthlncRNA282,42571149,1
AthlncRNA282,30678085,1
AthlncRNA282,22330665,1
AthlncRNA282,22328551,1
AthlncRNA282,79326195,1
AthlncRNA282,79320777,1
AthlncRNA282,15226605,1
AthlncRNA282,15224366,1
AthlncRNA282,15241028,1
AthlncRNA282,15234010,1
AthlncRNA282,15233167,1
AthlncRNA282,15229321,1
AthlncRNA282,15228098,1
AthlncRNA282,15227722,1
AthlncRNA282,15218779,1
AthlncRNA282,15223768,1
AthlncRNA282,15224217,1
AthlncRNA282,15229884,1
AthlncRNA284,15218972,1
AthlncRNA284,15237716,1
AthlncRNA29,15227722,1
AthlncRNA29,15224217,1
AthlncRNA29,15224366,1
AthlncRNA29,15226605,1
AthlncRNA29,79326195,1
AthlncRNA29,79320777,1
AthlncRNA29,30694529,1
AthlncRNA29,30694526,1
AthlncRNA29,30680456,1
AthlncRNA29,30678085,1
AthlncRNA29,22329999,1
AthlncRNA29,22328624,1
AthlncRNA29,22328551,1
AthlncRNA29,18410591,1
AthlncRNA29,15229321,1
AthlncRNA29,18398061,1
AthlncRNA29,15223768,1
AthlncRNA29,18400210,1
AthlncRNA29,15229884,1
AthlncRNA29,15218779,1
AthlncRNA29,15221761,1
AthlncRNA293,18398061,1
AthlncRNA293,22328551,1
AthlncRNA293,22329999,1
AthlncRNA293,30680456,1
AthlncRNA296,22330665,1
AthlncRNA296,30682553,1
AthlncRNA296,15218779,1
AthlncRNA296,15223768,1
AthlncRNA296,15228098,1
AthlncRNA296,15229743,1
AthlncRNA296,15237716,1
AthlncRNA296,15240641,1
AthlncRNA296,30678085,1
AthlncRNA296,15227722,1
AthlncRNA296,79320777,1
AthlncRNA299,22328551,1
AthlncRNA300,22328551,1
AthlncRNA301,30682553,1
AthlncRNA301,79326195,1
AthlncRNA301,30678085,1
AthlncRNA301,18400210,1
AthlncRNA301,30694526,1
AthlncRNA301,18423684,1
AthlncRNA301,79320777,1
AthlncRNA301,42572443,1
AthlncRNA301,42571149,1
AthlncRNA301,18410591,1
AthlncRNA301,30694529,1
AthlncRNA301,22328551,1
AthlncRNA301,22328624,1
AthlncRNA301,22329999,1
AthlncRNA301,22330665,1
AthlncRNA301,30680456,1
AthlncRNA301,18398061,1
AthlncRNA301,15241028,1
AthlncRNA301,15224366,1
AthlncRNA301,15234010,1
AthlncRNA301,15233167,1
AthlncRNA301,15232459,1
AthlncRNA301,15229884,1
AthlncRNA301,15229743,1
AthlncRNA301,15229321,1
AthlncRNA301,15228098,1
AthlncRNA301,15227722,1
AthlncRNA301,15226605,1
AthlncRNA301,15224217,1
AthlncRNA301,15223768,1
AthlncRNA301,15221761,1
AthlncRNA301,15218972,1
AthlncRNA301,15237716,1
AthlncRNA301,15218779,1
AthlncRNA301,15240641,1
AthlncRNA302,15241028,1
AthlncRNA302,18398061,1
AthlncRNA302,22328551,1
AthlncRNA302,15240641,1
AthlncRNA302,22330665,1
AthlncRNA302,30678085,1
AthlncRNA302,30680456,1
AthlncRNA302,30682553,1
AthlncRNA302,42571149,1
AthlncRNA302,15229743,1
AthlncRNA302,79320777,1
AthlncRNA302,15237716,1
AthlncRNA302,15228098,1
AthlncRNA302,15227722,1
AthlncRNA302,15226605,1
AthlncRNA302,15229884,1
AthlncRNA302,15224217,1
AthlncRNA302,15223768,1
AthlncRNA302,15218972,1
AthlncRNA302,15218779,1
AthlncRNA302,15233167,1
AthlncRNA302,15224366,1
AthlncRNA302,22328624,1
AthlncRNA306,15229743,1
AthlncRNA306,15228098,1
AthlncRNA306,42571149,1
AthlncRNA306,15233167,1
AthlncRNA309,15229321,1
AthlncRNA309,15229884,1
AthlncRNA311,22328551,1
AthlncRNA313,22329999,1
AthlncRNA313,22328551,1
AthlncRNA313,18423684,1
AthlncRNA314,22328551,1
AthlncRNA314,30680456,1
AthlncRNA314,18398061,1
AthlncRNA314,18423684,1
AthlncRNA314,15229884,1
AthlncRNA314,15229321,1
AthlncRNA315,22328551,1
AthlncRNA316,79320777,1
AthlncRNA316,30678085,1
AthlncRNA316,22328551,1
AthlncRNA316,15227722,1
AthlncRNA316,15224366,1
AthlncRNA316,15224217,1
AthlncRNA316,15223768,1
AthlncRNA316,15218779,1
AthlncRNA319,15218972,1
AthlncRNA32,22329999,1
AthlncRNA32,79326195,1
AthlncRNA32,79320777,1
AthlncRNA32,22330665,1
AthlncRNA32,30694529,1
AthlncRNA32,30694526,1
AthlncRNA32,30682553,1
AthlncRNA32,30678085,1
AthlncRNA32,30680456,1
AthlncRNA32,42571149,1
AthlncRNA32,15223768,1
AthlncRNA32,15233167,1
AthlncRNA32,42572443,1
AthlncRNA32,15232459,1
AthlncRNA32,15229743,1
AthlncRNA32,15218972,1
AthlncRNA32,15221761,1
AthlncRNA32,15224217,1
AthlncRNA32,15224366,1
AthlncRNA32,15226605,1
AthlncRNA32,22328624,1
AthlncRNA32,15218779,1
AthlncRNA32,18423684,1
AthlncRNA32,15234010,1
AthlncRNA32,15237716,1
AthlncRNA32,15240641,1
AthlncRNA32,15241028,1
AthlncRNA32,18398061,1
AthlncRNA32,15228098,1
AthlncRNA32,18400210,1
AthlncRNA32,18410591,1
AthlncRNA32,15227722,1
AthlncRNA320,22328551,1
AthlncRNA321,18398061,1
AthlncRNA321,15229884,1
AthlncRNA321,22328551,1
AthlncRNA321,30680456,1
AthlncRNA321,79326195,1
AthlncRNA321,18423684,1
AthlncRNA324,22328551,1
AthlncRNA327,15241028,1
AthlncRNA327,22328551,1
AthlncRNA327,15229884,1
AthlncRNA327,79320777,1
AthlncRNA327,15227722,1
AthlncRNA327,15226605,1
AthlncRNA327,15224217,1
AthlncRNA327,15224366,1
AthlncRNA327,30678085,1
AthlncRNA327,15223768,1
AthlncRNA327,15218779,1
AthlncRNA328,18410591,1
AthlncRNA328,22328551,1
AthlncRNA328,30694526,1
AthlncRNA328,30694529,1
AthlncRNA332,22328551,1
AthlncRNA335,22329999,1
AthlncRNA340,22328551,1
AthlncRNA340,15229884,1
AthlncRNA341,15232459,1
AthlncRNA341,42572443,1
AthlncRNA341,30680456,1
AthlncRNA341,22329999,1
AthlncRNA341,18400210,1
AthlncRNA341,15240641,1
AthlncRNA341,18398061,1
AthlncRNA341,15221761,1
AthlncRNA342,22328551,1
AthlncRNA345,22328551,1
AthlncRNA346,15218972,1
AthlncRNA346,30680456,1
AthlncRNA346,15221761,1
AthlncRNA346,15228098,1
AthlncRNA346,15229321,1
AthlncRNA346,15233167,1
AthlncRNA346,15237716,1
AthlncRNA346,15232459,1
AthlncRNA346,18398061,1
AthlncRNA346,18400210,1
AthlncRNA346,18423684,1
AthlncRNA346,22328624,1
AthlncRNA346,30682553,1
AthlncRNA346,42571149,1
AthlncRNA346,42572443,1
AthlncRNA346,79326195,1
AthlncRNA352,15223768,1
AthlncRNA352,18423684,1
AthlncRNA352,22328551,1
AthlncRNA352,30678085,1
AthlncRNA352,79320777,1
AthlncRNA352,15237716,1
AthlncRNA352,15234010,1
AthlncRNA352,15227722,1
AthlncRNA352,15218779,1
AthlncRNA352,15224217,1
AthlncRNA352,79326195,1
AthlncRNA352,15224366,1
AthlncRNA354,15237716,1
AthlncRNA354,15229884,1
AthlncRNA354,18398061,1
AthlncRNA354,18423684,1
AthlncRNA354,18410591,1
AthlncRNA354,22328551,1
AthlncRNA354,22329999,1
AthlncRNA354,30694526,1
AthlncRNA354,30694529,1
AthlncRNA354,15240641,1
AthlncRNA354,30680456,1
AthlncRNA358,15229884,1
AthlncRNA364,15229884,1
AthlncRNA364,30680456,1
AthlncRNA364,22329999,1
AthlncRNA364,18398061,1
AthlncRNA369,15237716,1
AthlncRNA369,15240641,1
AthlncRNA369,18400210,1
AthlncRNA369,18410591,1
AthlncRNA369,22329999,1
AthlncRNA369,22330665,1
AthlncRNA369,30678085,1
AthlncRNA369,42572443,1
AthlncRNA369,30682553,1
AthlncRNA369,30694526,1
AthlncRNA369,15232459,1
AthlncRNA369,15229884,1
AthlncRNA369,30694529,1
AthlncRNA369,79326195,1
AthlncRNA369,22328551,1
AthlncRNA369,15229743,1
AthlncRNA369,15221761,1
AthlncRNA369,15223768,1
AthlncRNA369,15227722,1
AthlncRNA37,15229884,1
AthlncRNA37,18398061,1
AthlncRNA37,22328551,1
AthlncRNA37,30680456,1
AthlncRNA373,30680456,1
AthlncRNA373,15229884,1
AthlncRNA373,22328551,1
AthlncRNA373,18398061,1
AthlncRNA376,22328551,1
AthlncRNA376,18400210,1
AthlncRNA376,15221761,1
AthlncRNA376,15229321,1
AthlncRNA376,42571149,1
AthlncRNA376,30694529,1
AthlncRNA376,30694526,1
AthlncRNA376,30682553,1
AthlncRNA376,30680456,1
AthlncRNA376,22328624,1
AthlncRNA376,18423684,1
AthlncRNA376,18410591,1
AthlncRNA376,18398061,1
AthlncRNA376,15240641,1
AthlncRNA376,15237716,1
AthlncRNA376,15229884,1
AthlncRNA377,15234010,1
AthlncRNA377,15241028,1
AthlncRNA377,18410591,1
AthlncRNA377,30678085,1
AthlncRNA377,30694526,1
AthlncRNA377,30694529,1
AthlncRNA377,79320777,1
AthlncRNA377,15229884,1
AthlncRNA377,15224366,1
AthlncRNA377,15218779,1
AthlncRNA377,15223768,1
AthlncRNA377,15224217,1
AthlncRNA377,15226605,1
AthlncRNA377,15227722,1
AthlncRNA377,15228098,1
AthlncRNA377,15229321,1
AthlncRNA378,30694526,1
AthlncRNA378,15229321,1
AthlncRNA378,15229884,1
AthlncRNA378,18410591,1
AthlncRNA378,30694529,1
AthlncRNA42,42572443,1
AthlncRNA42,22328551,1
AthlncRNA42,18423684,1
AthlncRNA42,18410591,1
AthlncRNA42,18400210,1
AthlncRNA42,18398061,1
AthlncRNA42,15240641,1
AthlncRNA42,15232459,1
AthlncRNA42,15229743,1
AthlncRNA42,15229321,1
AthlncRNA42,15221761,1
AthlncRNA42,15229884,1
AthlncRNA42,22328624,1
AthlncRNA42,22329999,1
AthlncRNA42,42571149,1
AthlncRNA42,30694529,1
AthlncRNA42,30694526,1
AthlncRNA42,30680456,1
AthlncRNA42,22330665,1
AthlncRNA42,79326195,1
AthlncRNA52,15218779,1
AthlncRNA52,79320777,1
AthlncRNA52,30678085,1
AthlncRNA52,22328551,1
AthlncRNA52,15234010,1
AthlncRNA52,15223768,1
AthlncRNA52,15224217,1
AthlncRNA52,15224366,1
AthlncRNA52,15227722,1
AthlncRNA53,30694526,1
AthlncRNA53,30680456,1
AthlncRNA53,22329999,1
AthlncRNA53,18410591,1
AthlncRNA53,18400210,1
AthlncRNA53,18398061,1
AthlncRNA53,15240641,1
AthlncRNA53,15232459,1
AthlncRNA53,15221761,1
AthlncRNA53,30694529,1
AthlncRNA53,42572443,1
AthlncRNA53,79326195,1
AthlncRNA55,42572443,1
AthlncRNA55,42571149,1
AthlncRNA55,15233167,1
AthlncRNA55,15232459,1
AthlncRNA55,15218972,1
AthlncRNA55,15228098,1
AthlncRNA56,22328551,1
AthlncRNA56,18410591,1
AthlncRNA56,18400210,1
AthlncRNA56,18398061,1
AthlncRNA56,15232459,1
AthlncRNA56,15227722,1
AthlncRNA56,15224366,1
AthlncRNA56,15224217,1
AthlncRNA56,15223768,1
AthlncRNA56,15221761,1
AthlncRNA56,22328624,1
AthlncRNA56,22329999,1
AthlncRNA56,30680456,1
AthlncRNA56,15229884,1
AthlncRNA56,79326195,1
AthlncRNA56,42572443,1
AthlncRNA56,30694529,1
AthlncRNA56,30694526,1
AthlncRNA56,30678085,1
AthlncRNA56,15229321,1
AthlncRNA62,22328551,1
AthlncRNA62,18410591,1
AthlncRNA62,30694526,1
AthlncRNA62,30694529,1
AthlncRNA64,22329999,1
AthlncRNA64,15229884,1
AthlncRNA64,18398061,1
AthlncRNA64,18410591,1
AthlncRNA64,22328551,1
AthlncRNA64,30680456,1
AthlncRNA64,30694526,1
AthlncRNA64,30694529,1
AthlncRNA64,15229321,1
AthlncRNA74,18398061,1
AthlncRNA74,15229884,1
AthlncRNA74,15229321,1
AthlncRNA74,15228098,1
AthlncRNA74,15227722,1
AthlncRNA74,15224366,1
AthlncRNA74,15226605,1
AthlncRNA74,15224217,1
AthlncRNA74,15241028,1
AthlncRNA74,15223768,1
AthlncRNA74,15218779,1
AthlncRNA74,15234010,1
AthlncRNA74,15240641,1
AthlncRNA74,22328551,1
AthlncRNA74,79320777,1
AthlncRNA74,30680456,1
AthlncRNA74,30678085,1
AthlncRNA74,22330665,1
AthlncRNA74,22328624,1
AthlncRNA75,30694529,1
AthlncRNA75,18400210,1
AthlncRNA75,15229743,1
AthlncRNA75,15229884,1
AthlncRNA75,15232459,1
AthlncRNA75,15237716,1
AthlncRNA75,42572443,1
AthlncRNA75,18410591,1
AthlncRNA75,30678085,1
AthlncRNA75,79320777,1
AthlncRNA75,30694526,1
AthlncRNA75,30682553,1
AthlncRNA75,15218779,1
AthlncRNA75,15223768,1
AthlncRNA75,15224217,1
AthlncRNA75,15224366,1
AthlncRNA75,15227722,1
AthlncRNA75,15228098,1
AthlncRNA75,79326195,1
AthlncRNA78,15229884,1
AthlncRNA79,22328551,1
AthlncRNA94,22328551,1
AthlncRNA94,22328624,1
AthlncRNA94,18423684,1
AthlncRNA94,15218779,1
AthlncRNA94,15221761,1
AthlncRNA94,22329999,1
AthlncRNA94,30678085,1
AthlncRNA94,22330665,1
AthlncRNA94,18410591,1
AthlncRNA94,18400210,1
AthlncRNA94,15223768,1
AthlncRNA94,15224217,1
AthlncRNA94,15224366,1
AthlncRNA94,15226605,1
AthlncRNA94,15228098,1
AthlncRNA94,15229321,1
AthlncRNA94,15229743,1
AthlncRNA94,15229884,1
AthlncRNA94,15234010,1
AthlncRNA94,15240641,1
AthlncRNA94,15241028,1
AthlncRNA94,18398061,1
AthlncRNA94,15227722,1
AthlncRNA94,30680456,1
AthlncRNA94,15232459,1
AthlncRNA94,79326195,1
AthlncRNA94,79320777,1
AthlncRNA94,42572443,1
AthlncRNA94,42571149,1
AthlncRNA94,30694529,1
AthlncRNA94,30694526,1
AthlncRNA94,30682553,1
AthlncRNA95,30678085,1
AthlncRNA95,30694526,1
AthlncRNA95,30694529,1
AthlncRNA95,15224217,1
AthlncRNA95,42571149,1
