ProteinA,ProteinB,Label
Q15717,NONHSAT008282,1
Q07955,NONHSAT008692,1
P26599,NONHSAT008692,1
Q9UKV8,NONHSAT009144,1
Q9H9G7,NONHSAT009144,1
Q9UL18,NONHSAT009144,1
Q9HCK5,NONHSAT009144,1
Q15717,NONHSAT009289,1
P31483,NONHSAT009289,1
Q9UKV8,NONHSAT009703,1
Q13148,NONHSAT009703,1
P35637,NONHSAT009703,1
O00425,NONHSAT009703,1
Q07955,NONHSAT009703,1
Q9NZI8,NONHSAT009703,1
P26599,NONHSAT009703,1
Q9H9G7,NONHSAT009703,1
Q9UL18,NONHSAT009703,1
Q9HCK5,NONHSAT009703,1
Q9Y6M1,NONHSAT009703,1
Q15717,NONHSAT009703,1
P31483,NONHSAT009703,1
Q9UKV8,NONHSAT009920,1
O00425,NONHSAT009920,1
Q9NZI8,NONHSAT009920,1
Q9H9G7,NONHSAT009920,1
Q9UL18,NONHSAT009920,1
Q9HCK5,NONHSAT009920,1
Q9Y6M1,NONHSAT009920,1
Q15717,NONHSAT009920,1
Q9UKV8,NONHSAT011652,1
Q15717,NONHSAT011652,1
Q9UKV8,NONHSAT012887,1
Q13148,NONHSAT012887,1
P35637,NONHSAT012887,1
Q15717,NONHSAT012887,1
P35637,NONHSAT012889,1
Q07955,NONHSAT012889,1
O00425,NONHSAT016749,1
Q9NZI8,NONHSAT016749,1
Q9Y6M1,NONHSAT016749,1
Q15717,NONHSAT016749,1
Q9UKV8,NONHSAT016752,1
O00425,NONHSAT016752,1
Q9NZI8,NONHSAT016752,1
Q9Y6M1,NONHSAT016752,1
Q15717,NONHSAT016752,1
O00425,NONHSAT017060,1
Q9NZI8,NONHSAT017060,1
Q9Y6M1,NONHSAT017060,1
Q8NDV7,NONHSAT017060,1
Q15717,NONHSAT017060,1
P35637,NONHSAT017400,1
O00425,NONHSAT017400,1
Q9NZI8,NONHSAT017400,1
Q15717,NONHSAT017400,1
Q07955,NONHSAT017922,1
P31483,NONHSAT017922,1
O00425,NONHSAT018076,1
Q9NZI8,NONHSAT018076,1
Q9Y6M1,NONHSAT018076,1
Q15717,NONHSAT018076,1
P35637,NONHSAT018186,1
O00425,NONHSAT018186,1
Q9NZI8,NONHSAT018186,1
Q9Y6M1,NONHSAT018186,1
Q15717,NONHSAT018186,1
O00425,NONHSAT018688,1
Q9NZI8,NONHSAT018688,1
P61964,NONHSAT018688,1
Q9Y6M1,NONHSAT018688,1
Q9UKV8,NONHSAT021830,1
P61964,NONHSAT021830,1
Q9H9G7,NONHSAT021830,1
Q9UL18,NONHSAT021830,1
Q9HCK5,NONHSAT021830,1
Q8NDV7,NONHSAT021830,1
Q9UKV8,NONHSAT021853,1
O00425,NONHSAT021853,1
Q9Y6M1,NONHSAT021853,1
Q15717,NONHSAT021853,1
P31483,NONHSAT021853,1
P35637,NONHSAT021854,1
O00425,NONHSAT021854,1
Q9NZI8,NONHSAT021854,1
Q9Y6M1,NONHSAT021854,1
Q15717,NONHSAT021854,1
Q9Y6M1,NONHSAT022112,1
Q15717,NONHSAT022112,1
O00425,NONHSAT022115,1
Q9NZI8,NONHSAT022115,1
Q8NDV7,NONHSAT024258,1
P35637,NONHSAT024353,1
O00425,NONHSAT024353,1
Q9Y6M1,NONHSAT024353,1
Q15717,NONHSAT024353,1
Q9NZI8,NONHSAT024449,1
Q9Y6M1,NONHSAT024449,1
Q13148,NONHSAT025216,1
Q15717,NONHSAT025216,1
Q9Y6M1,NONHSAT027070,1
Q15717,NONHSAT027070,1
O00425,NONHSAT027475,1
Q9NZI8,NONHSAT027475,1
Q9Y6M1,NONHSAT027475,1
Q15717,NONHSAT027475,1
O00425,NONHSAT028579,1
Q9NZI8,NONHSAT028579,1
P26599,NONHSAT028579,1
Q9Y6M1,NONHSAT028579,1
Q13148,NONHSAT028938,1
Q9NZI8,NONHSAT028938,1
Q15717,NONHSAT028938,1
P31483,NONHSAT028938,1
Q13148,NONHSAT029339,1
O00425,NONHSAT029339,1
Q9NZI8,NONHSAT029339,1
Q9Y6M1,NONHSAT029339,1
Q15717,NONHSAT029339,1
Q9Y6M1,NONHSAT029458,1
Q15717,NONHSAT029458,1
O00425,NONHSAT030153,1
Q9NZI8,NONHSAT030153,1
Q9Y6M1,NONHSAT030153,1
Q15717,NONHSAT030153,1
Q13148,NONHSAT030969,1
Q15717,NONHSAT030969,1
Q07955,NONHSAT032173,1
Q15717,NONHSAT032173,1
P35637,NONHSAT033428,1
O00425,NONHSAT033428,1
Q9NZI8,NONHSAT033428,1
P26599,NONHSAT033428,1
Q9Y6M1,NONHSAT033428,1
Q15717,NONHSAT033428,1
P31483,NONHSAT033428,1
P35637,NONHSAT033794,1
Q9Y6M1,NONHSAT033794,1
Q15717,NONHSAT033794,1
O00425,NONHSAT033822,1
Q9NZI8,NONHSAT033822,1
P61964,NONHSAT033822,1
Q9Y6M1,NONHSAT033822,1
Q15717,NONHSAT033822,1
O00425,NONHSAT033970,1
Q9NZI8,NONHSAT033970,1
Q8NDV7,NONHSAT033970,1
Q9UKV8,NONHSAT034472,1
P35637,NONHSAT034472,1
O00425,NONHSAT034472,1
Q9NZI8,NONHSAT034472,1
Q9H9G7,NONHSAT034472,1
Q9UL18,NONHSAT034472,1
Q9HCK5,NONHSAT034472,1
Q15717,NONHSAT034472,1
O00425,NONHSAT034665,1
Q15717,NONHSAT034665,1
O00425,NONHSAT034695,1
Q9NZI8,NONHSAT034695,1
Q9Y6M1,NONHSAT034695,1
O00425,NONHSAT034878,1
Q9NZI8,NONHSAT034878,1
Q9Y6M1,NONHSAT034878,1
O00425,NONHSAT037936,1
Q9Y6M1,NONHSAT037936,1
Q15717,NONHSAT037936,1
P35637,NONHSAT038064,1
O00425,NONHSAT038064,1
Q9NZI8,NONHSAT038064,1
Q9Y6M1,NONHSAT038064,1
Q15717,NONHSAT038064,1
Q13148,NONHSAT039454,1
O00425,NONHSAT039454,1
Q9NZI8,NONHSAT039454,1
Q9Y6M1,NONHSAT039454,1
Q15717,NONHSAT039454,1
Q13148,NONHSAT039675,1
P35637,NONHSAT039675,1
O00425,NONHSAT039675,1
Q9NZI8,NONHSAT039675,1
P26599,NONHSAT039675,1
Q9Y6M1,NONHSAT039675,1
Q15717,NONHSAT039675,1
P31483,NONHSAT039675,1
O00425,NONHSAT040375,1
Q9NZI8,NONHSAT040375,1
Q9Y6M1,NONHSAT040375,1
P31483,NONHSAT040375,1
P35637,NONHSAT041921,1
Q9NZI8,NONHSAT041921,1
P26599,NONHSAT041921,1
Q9Y6M1,NONHSAT041921,1
Q15717,NONHSAT041921,1
P31483,NONHSAT041921,1
Q13148,NONHSAT041927,1
P35637,NONHSAT041927,1
P26599,NONHSAT041927,1
Q13148,NONHSAT042032,1
P35637,NONHSAT042032,1
O00425,NONHSAT042032,1
Q07955,NONHSAT042032,1
Q9Y6M1,NONHSAT042032,1
Q8NDV7,NONHSAT042032,1
Q13148,NONHSAT042406,1
P35637,NONHSAT042406,1
Q9NZI8,NONHSAT042406,1
P26599,NONHSAT042406,1
Q8NDV7,NONHSAT042406,1
Q15717,NONHSAT042406,1
P31483,NONHSAT042406,1
Q9UKV8,NONHSAT043887,1
P35637,NONHSAT043887,1
Q07955,NONHSAT043887,1
Q9H9G7,NONHSAT043887,1
Q9UL18,NONHSAT043887,1
Q9HCK5,NONHSAT043887,1
Q8NDV7,NONHSAT043887,1
P31483,NONHSAT043887,1
Q15717,NONHSAT044002,1
P35637,NONHSAT047179,1
Q15717,NONHSAT047179,1
Q9Y6M1,NONHSAT047236,1
Q15717,NONHSAT047236,1
Q8NDV7,NONHSAT049673,1
Q9NZI8,NONHSAT050195,1
Q9Y6M1,NONHSAT050195,1
Q15717,NONHSAT050195,1
Q9UKV8,NONHSAT052035,1
P35637,NONHSAT052035,1
O00425,NONHSAT052035,1
Q9NZI8,NONHSAT052035,1
Q9H9G7,NONHSAT052035,1
Q9UL18,NONHSAT052035,1
Q9HCK5,NONHSAT052035,1
Q9Y6M1,NONHSAT052035,1
Q15717,NONHSAT052035,1
Q13148,NONHSAT052790,1
P35637,NONHSAT052790,1
Q9NZI8,NONHSAT052790,1
P35637,NONHSAT052795,1
Q15717,NONHSAT052795,1
P31483,NONHSAT052795,1
Q13148,NONHSAT054170,1
P35637,NONHSAT054170,1
Q15717,NONHSAT054170,1
P31483,NONHSAT054170,1
Q9UKV8,NONHSAT054526,1
O00425,NONHSAT054526,1
Q9NZI8,NONHSAT054526,1
Q9H9G7,NONHSAT054526,1
Q9UL18,NONHSAT054526,1
Q9HCK5,NONHSAT054526,1
Q9Y6M1,NONHSAT054526,1
Q15717,NONHSAT054526,1
P31483,NONHSAT054526,1
Q9UKV8,NONHSAT054716,1
Q9H9G7,NONHSAT054716,1
Q9UL18,NONHSAT054716,1
Q9HCK5,NONHSAT054716,1
Q15717,NONHSAT054716,1
Q9UKV8,NONHSAT054915,1
O00425,NONHSAT054915,1
Q9NZI8,NONHSAT054915,1
Q9Y6M1,NONHSAT054915,1
Q15717,NONHSAT054915,1
Q07955,NONHSAT056046,1
Q15717,NONHSAT056046,1
O00425,NONHSAT056107,1
Q15717,NONHSAT056107,1
P35637,NONHSAT056108,1
O00425,NONHSAT056108,1
Q9NZI8,NONHSAT056108,1
Q9Y6M1,NONHSAT056108,1
Q8NDV7,NONHSAT057058,1
Q9UKV8,NONHSAT058882,1
P35637,NONHSAT058882,1
O00425,NONHSAT058882,1
Q9NZI8,NONHSAT058882,1
P61964,NONHSAT058882,1
Q9H9G7,NONHSAT058882,1
Q9UL18,NONHSAT058882,1
Q9HCK5,NONHSAT058882,1
Q9Y6M1,NONHSAT058882,1
Q8NDV7,NONHSAT058882,1
Q15717,NONHSAT058882,1
P31483,NONHSAT058882,1
Q13148,NONHSAT058916,1
O00425,NONHSAT058916,1
P26599,NONHSAT058916,1
Q13148,NONHSAT059878,1
O00425,NONHSAT059878,1
Q9UKV8,NONHSAT060501,1
Q07955,NONHSAT060501,1
Q9H9G7,NONHSAT060501,1
Q9UL18,NONHSAT060501,1
Q9HCK5,NONHSAT060501,1
P26599,NONHSAT063977,1
Q15717,NONHSAT063977,1
P35637,NONHSAT063996,1
O00425,NONHSAT063996,1
Q9Y6M1,NONHSAT063996,1
Q15717,NONHSAT063996,1
O00425,NONHSAT064192,1
Q9NZI8,NONHSAT064192,1
Q9Y6M1,NONHSAT064192,1
Q13148,NONHSAT065864,1
P35637,NONHSAT065864,1
P35637,NONHSAT066004,1
Q15717,NONHSAT066004,1
O00425,NONHSAT066071,1
Q9Y6M1,NONHSAT066071,1
Q15717,NONHSAT066071,1
Q9NZI8,NONHSAT068119,1
Q9Y6M1,NONHSAT068119,1
P35637,NONHSAT068156,1
Q07955,NONHSAT068156,1
Q15717,NONHSAT068156,1
Q9UKV8,NONHSAT068462,1
P35637,NONHSAT068462,1
O00425,NONHSAT068462,1
Q9NZI8,NONHSAT068462,1
Q9H9G7,NONHSAT068462,1
Q9UL18,NONHSAT068462,1
Q9HCK5,NONHSAT068462,1
Q9Y6M1,NONHSAT068462,1
Q8NDV7,NONHSAT068462,1
Q15717,NONHSAT068462,1
P31483,NONHSAT068462,1
O00425,NONHSAT070107,1
Q9NZI8,NONHSAT070107,1
P35637,NONHSAT070211,1
Q15717,NONHSAT070211,1
P35637,NONHSAT070923,1
P26599,NONHSAT070923,1
Q15717,NONHSAT070923,1
Q13148,NONHSAT072962,1
Q15717,NONHSAT072962,1
P35637,NONHSAT072980,1
O00425,NONHSAT072980,1
Q9NZI8,NONHSAT072980,1
Q9Y6M1,NONHSAT072980,1
Q15717,NONHSAT072980,1
Q9UKV8,NONHSAT075636,1
P35637,NONHSAT075636,1
Q9NZI8,NONHSAT075636,1
Q9Y6M1,NONHSAT075636,1
Q15717,NONHSAT075636,1
Q9UKV8,NONHSAT076795,1
P35637,NONHSAT076795,1
O00425,NONHSAT076795,1
Q9NZI8,NONHSAT076795,1
Q9Y6M1,NONHSAT076795,1
Q15717,NONHSAT076795,1
Q13148,NONHSAT077115,1
P35637,NONHSAT077115,1
O00425,NONHSAT077115,1
Q9NZI8,NONHSAT077115,1
P26599,NONHSAT077115,1
Q9Y6M1,NONHSAT077115,1
Q13148,NONHSAT079374,1
O00425,NONHSAT079374,1
Q8NDV7,NONHSAT079374,1
Q15717,NONHSAT079374,1
P26599,NONHSAT079548,1
Q15717,NONHSAT079548,1
P35637,NONHSAT080206,1
Q15717,NONHSAT080206,1
Q13148,NONHSAT082246,1
P26599,NONHSAT082246,1
Q15717,NONHSAT082246,1
P35637,NONHSAT083038,1
Q15717,NONHSAT083038,1
O00425,NONHSAT083046,1
Q15717,NONHSAT083046,1
P35637,NONHSAT084423,1
Q15717,NONHSAT084423,1
P35637,NONHSAT084609,1
O00425,NONHSAT084609,1
Q9NZI8,NONHSAT084609,1
Q9Y6M1,NONHSAT084609,1
Q15717,NONHSAT084609,1
P31483,NONHSAT084609,1
O00425,NONHSAT084827,1
Q9NZI8,NONHSAT084827,1
P26599,NONHSAT084827,1
Q15717,NONHSAT084827,1
O00425,NONHSAT084887,1
Q9NZI8,NONHSAT084887,1
Q9Y6M1,NONHSAT084887,1
P35637,NONHSAT087529,1
Q15717,NONHSAT087529,1
Q13148,NONHSAT087761,1
Q13148,NONHSAT087778,1
O00425,NONHSAT087778,1
Q9Y6M1,NONHSAT087778,1
Q15717,NONHSAT087778,1
Q13148,NONHSAT088657,1
Q15717,NONHSAT088657,1
Q9NZI8,NONHSAT090901,1
Q9Y6M1,NONHSAT090901,1
P35637,NONHSAT091509,1
O00425,NONHSAT091509,1
Q07955,NONHSAT091509,1
Q9NZI8,NONHSAT091509,1
Q9Y6M1,NONHSAT091509,1
Q8NDV7,NONHSAT091509,1
Q15717,NONHSAT091509,1
P35637,NONHSAT092438,1
O00425,NONHSAT092438,1
Q9NZI8,NONHSAT092438,1
P35637,NONHSAT092772,1
O00425,NONHSAT092772,1
Q9Y6M1,NONHSAT092772,1
Q8NDV7,NONHSAT092772,1
Q15717,NONHSAT092772,1
Q9UKV8,NONHSAT093167,1
P35637,NONHSAT093167,1
Q15717,NONHSAT093167,1
Q9UKV8,NONHSAT094546,1
Q9NZI8,NONHSAT094546,1
Q15717,NONHSAT094546,1
Q13148,NONHSAT094555,1
P26599,NONHSAT094555,1
Q15717,NONHSAT094555,1
O43184,NONHSAT094687,1
Q15717,NONHSAT094687,1
Q9UKV8,NONHSAT095521,1
Q9H9G7,NONHSAT095521,1
Q9UL18,NONHSAT095521,1
Q9HCK5,NONHSAT095521,1
Q13148,NONHSAT095820,1
Q15717,NONHSAT095820,1
P31483,NONHSAT095820,1
Q9UKV8,NONHSAT095934,1
Q9H9G7,NONHSAT095934,1
Q9UL18,NONHSAT095934,1
Q9HCK5,NONHSAT095934,1
P08151,NONHSAT096369,1
P49711,NONHSAT096369,1
Q15465,NONHSAT096369,1
P01236,NONHSAT096369,1
Q01094,NONHSAT096369,1
P26599,NONHSAT096369,1
Q9UKV8,NONHSAT097093,1
Q15717,NONHSAT097093,1
P31483,NONHSAT097093,1
Q15717,NONHSAT097185,1
P31483,NONHSAT097185,1
Q9UKV8,NONHSAT097386,1
P35637,NONHSAT097386,1
Q9H9G7,NONHSAT097386,1
Q9UL18,NONHSAT097386,1
Q9HCK5,NONHSAT097386,1
Q15717,NONHSAT097386,1
O00425,NONHSAT097973,1
Q8NDV7,NONHSAT097973,1
Q15717,NONHSAT097973,1
O00425,NONHSAT098480,1
Q9NZI8,NONHSAT098480,1
Q9Y6M1,NONHSAT098480,1
Q9UKV8,NONHSAT098643,1
O00425,NONHSAT098643,1
Q9H9G7,NONHSAT098643,1
Q9UL18,NONHSAT098643,1
Q9HCK5,NONHSAT098643,1
P35637,NONHSAT099872,1
Q9NZI8,NONHSAT099872,1
Q9Y6M1,NONHSAT099872,1
Q15717,NONHSAT099881,1
Q9UKV8,NONHSAT100917,1
Q13148,NONHSAT100917,1
P35637,NONHSAT100917,1
O00425,NONHSAT100917,1
Q9NZI8,NONHSAT100917,1
P26599,NONHSAT100917,1
Q9Y6M1,NONHSAT100917,1
Q15717,NONHSAT100917,1
P31483,NONHSAT100917,1
Q13148,NONHSAT101044,1
P35637,NONHSAT101044,1
P26599,NONHSAT101044,1
Q9UKV8,NONHSAT101154,1
Q13148,NONHSAT101154,1
P35637,NONHSAT101154,1
O00425,NONHSAT101154,1
Q07955,NONHSAT101154,1
Q9NZI8,NONHSAT101154,1
P26599,NONHSAT101154,1
P61964,NONHSAT101154,1
Q9H9G7,NONHSAT101154,1
Q9UL18,NONHSAT101154,1
Q9HCK5,NONHSAT101154,1
Q9Y6M1,NONHSAT101154,1
Q8NDV7,NONHSAT101154,1
Q15717,NONHSAT101154,1
P31483,NONHSAT101154,1
Q9UKV8,NONHSAT101254,1
Q9H9G7,NONHSAT101254,1
Q9UL18,NONHSAT101254,1
Q9HCK5,NONHSAT101254,1
P31483,NONHSAT101254,1
Q9UKV8,NONHSAT102257,1
Q13148,NONHSAT102257,1
P35637,NONHSAT102257,1
Q9NZI8,NONHSAT102257,1
P61964,NONHSAT102257,1
Q9Y6M1,NONHSAT102257,1
P31483,NONHSAT102257,1
Q13148,NONHSAT102316,1
O00425,NONHSAT102316,1
P26599,NONHSAT102316,1
Q15717,NONHSAT102316,1
P31483,NONHSAT102316,1
Q9UKV8,NONHSAT102816,1
Q13148,NONHSAT102816,1
P35637,NONHSAT102816,1
Q07955,NONHSAT102816,1
Q9H9G7,NONHSAT102816,1
Q9UL18,NONHSAT102816,1
Q9HCK5,NONHSAT102816,1
Q15717,NONHSAT102816,1
P31483,NONHSAT102816,1
Q9UKV8,NONHSAT103210,1
Q13148,NONHSAT103210,1
P35637,NONHSAT103210,1
O00425,NONHSAT103210,1
Q07955,NONHSAT103210,1
Q9NZI8,NONHSAT103210,1
P26599,NONHSAT103210,1
Q9H9G7,NONHSAT103210,1
Q9UL18,NONHSAT103210,1
Q9HCK5,NONHSAT103210,1
Q15717,NONHSAT103210,1
P31483,NONHSAT103210,1
Q9NZI8,NONHSAT103885,1
Q9Y6M1,NONHSAT103885,1
Q13148,NONHSAT104512,1
P35637,NONHSAT104639,1
Q15717,NONHSAT104639,1
P35637,NONHSAT104991,1
Q15717,NONHSAT104991,1
O00425,NONHSAT107804,1
Q15717,NONHSAT107804,1
Q13148,NONHSAT108289,1
O00425,NONHSAT108367,1
Q9Y6M1,NONHSAT108367,1
Q15717,NONHSAT108367,1
O00425,NONHSAT108375,1
Q15717,NONHSAT108375,1
P31483,NONHSAT108375,1
Q9UKV8,NONHSAT112475,1
O00425,NONHSAT112475,1
Q07955,NONHSAT112475,1
Q9H9G7,NONHSAT112475,1
Q9UL18,NONHSAT112475,1
Q9HCK5,NONHSAT112475,1
Q9UKV8,NONHSAT112849,1
O00425,NONHSAT112849,1
Q9NZI8,NONHSAT112849,1
Q9H9G7,NONHSAT112849,1
Q9UL18,NONHSAT112849,1
Q9HCK5,NONHSAT112849,1
Q9UKV8,NONHSAT113139,1
O00425,NONHSAT113139,1
Q15717,NONHSAT113139,1
O00425,NONHSAT113140,1
P26599,NONHSAT113140,1
Q9Y6M1,NONHSAT113140,1
Q9Y6M1,NONHSAT113313,1
Q15717,NONHSAT113313,1
Q13148,NONHSAT113544,1
P35637,NONHSAT113544,1
O00425,NONHSAT113544,1
Q9NZI8,NONHSAT113544,1
Q9Y6M1,NONHSAT113544,1
Q15717,NONHSAT113544,1
Q9UKV8,NONHSAT113914,1
Q13148,NONHSAT113914,1
O00425,NONHSAT113914,1
P61964,NONHSAT113914,1
Q15717,NONHSAT113914,1
O00425,NONHSAT114444,1
P61964,NONHSAT114444,1
Q9Y6M1,NONHSAT114444,1
P31483,NONHSAT114444,1
P26599,NONHSAT115059,1
Q15717,NONHSAT115059,1
P35637,NONHSAT115429,1
Q15717,NONHSAT115429,1
Q9NY12,NONHSAT118886,1
Q13148,NONHSAT118886,1
P35637,NONHSAT118886,1
Q9UKC9,NONHSAT118886,1
O00425,NONHSAT119053,1
Q9NZI8,NONHSAT119053,1
Q9Y6M1,NONHSAT119053,1
Q15717,NONHSAT119053,1
Q13148,NONHSAT119684,1
P31483,NONHSAT119684,1
Q13148,NONHSAT119704,1
O00425,NONHSAT119704,1
Q9NZI8,NONHSAT119704,1
P26599,NONHSAT119704,1
Q9Y6M1,NONHSAT119704,1
Q15717,NONHSAT119704,1
P31483,NONHSAT119704,1
Q9UKV8,NONHSAT119808,1
Q13148,NONHSAT119808,1
P35637,NONHSAT119808,1
O00425,NONHSAT119808,1
Q9NZI8,NONHSAT119808,1
Q9H9G7,NONHSAT119808,1
Q9UL18,NONHSAT119808,1
Q9HCK5,NONHSAT119808,1
Q9Y6M1,NONHSAT119808,1
Q8NDV7,NONHSAT119808,1
Q15717,NONHSAT119808,1
P31483,NONHSAT119808,1
P35637,NONHSAT120080,1
Q15717,NONHSAT120080,1
Q9UKV8,NONHSAT120258,1
O00425,NONHSAT120258,1
Q9H9G7,NONHSAT120258,1
Q9UL18,NONHSAT120258,1
Q9HCK5,NONHSAT120258,1
Q15717,NONHSAT120258,1
Q15717,NONHSAT120415,1
P31483,NONHSAT120415,1
O00425,NONHSAT120418,1
Q9Y6M1,NONHSAT120418,1
Q15717,NONHSAT120418,1
P31483,NONHSAT120418,1
O00425,NONHSAT122815,1
Q9NZI8,NONHSAT122815,1
P61964,NONHSAT122815,1
Q9Y6M1,NONHSAT122815,1
Q15717,NONHSAT122815,1
P31483,NONHSAT122815,1
P26599,NONHSAT123438,1
P31483,NONHSAT123438,1
Q9UKV8,NONHSAT124335,1
P35637,NONHSAT124335,1
O00425,NONHSAT124335,1
Q07955,NONHSAT124335,1
Q9NZI8,NONHSAT124335,1
Q9Y6M1,NONHSAT124335,1
Q15717,NONHSAT124335,1
Q13148,NONHSAT125847,1
Q07955,NONHSAT125847,1
Q15717,NONHSAT125847,1
Q13148,NONHSAT125900,1
P35637,NONHSAT125900,1
Q9NZI8,NONHSAT125900,1
Q15717,NONHSAT125900,1
Q9UKV8,NONHSAT126295,1
Q13148,NONHSAT126295,1
O00425,NONHSAT126295,1
Q07955,NONHSAT126295,1
Q9H9G7,NONHSAT126295,1
Q9UL18,NONHSAT126295,1
Q9HCK5,NONHSAT126295,1
Q9Y6M1,NONHSAT126295,1
P35637,NONHSAT127049,1
O00425,NONHSAT131038,1
Q9NZI8,NONHSAT131038,1
Q9Y6M1,NONHSAT131038,1
Q9UKV8,NONHSAT131159,1
Q9H9G7,NONHSAT131159,1
Q9UL18,NONHSAT131159,1
Q9HCK5,NONHSAT131159,1
Q9UKV8,NONHSAT133402,1
Q9H9G7,NONHSAT133402,1
Q9UL18,NONHSAT133402,1
Q9HCK5,NONHSAT133402,1
P35637,NONHSAT134020,1
O00425,NONHSAT134020,1
Q9Y6M1,NONHSAT134020,1
Q15717,NONHSAT134020,1
O00425,NONHSAT134595,1
Q9Y6M1,NONHSAT134595,1
Q15717,NONHSAT134595,1
Q13148,NONHSAT134613,1
P31483,NONHSAT134613,1
P35637,NONHSAT135352,1
Q15717,NONHSAT135352,1
P35637,NONHSAT135582,1
O00425,NONHSAT135582,1
Q9Y6M1,NONHSAT135582,1
Q15717,NONHSAT135582,1
P35637,NONHSAT135822,1
Q15717,NONHSAT135822,1
Q9UKV8,NONHSAT135828,1
Q13148,NONHSAT135828,1
O00425,NONHSAT135828,1
Q9NZI8,NONHSAT135828,1
P26599,NONHSAT135828,1
Q9H9G7,NONHSAT135828,1
Q9UL18,NONHSAT135828,1
Q9HCK5,NONHSAT135828,1
Q8NDV7,NONHSAT135828,1
P35637,NONHSAT136839,1
P35637,NONHSAT137541,1
Q15717,NONHSAT137541,1
O00425,NONHSAT137571,1
Q9NZI8,NONHSAT137571,1
O00425,NONHSAT138142,1
Q9Y6M1,NONHSAT138142,1
Q15717,NONHSAT138142,1
Q9UKV8,NONHSAT138537,1
P35637,NONHSAT138537,1
O00425,NONHSAT138537,1
Q9NZI8,NONHSAT138537,1
Q9H9G7,NONHSAT138537,1
Q9UL18,NONHSAT138537,1
Q9HCK5,NONHSAT138537,1
Q9Y6M1,NONHSAT138537,1
Q15717,NONHSAT138537,1
Q07955,NONHSAT138539,1
Q15717,NONHSAT138539,1
O00425,NONHSAT142612,1
Q07955,NONHSAT142612,1
Q9NZI8,NONHSAT142612,1
Q07955,NONHSAT144081,1
Q15717,NONHSAT144081,1
P35637,NONHSAT144315,1
O00425,NONHSAT144315,1
Q9NZI8,NONHSAT144315,1
Q9Y6M1,NONHSAT144315,1
Q8NDV7,NONHSAT144315,1
Q15717,NONHSAT144315,1
Q07955,NONHSAT145752,1
Q15717,NONHSAT145752,1
Q13148,NONHSAT145765,1
P35637,NONHSAT145765,1
O00425,NONHSAT145765,1
Q9NZI8,NONHSAT145765,1
